Salary,Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Last Name,First Name,Position,Team,GP,G,A,A1,A2,PTS,+/-,E+/-,PIM,Shifts,TOI,TOI,TOI/GP,TOI/GP,TOI%,IPP%,SH%,SV%,PDO,F/60,A/60,Pct%,Diff,Diff/60,iCF,iCF,iFF,iSF,iSF,iSF,ixG,iSCF,iRB,iRS,iDS,sDist,sDist,Pass,iHF,iHF,iHA,iHDf,iMiss,iGVA,iTKA,iBLK,iGVA,iTKA,iBLK,BLK%,iFOW,iFOL,iFOW,iFOL,FO%,%FOT,dzFOW,dzFOL,nzFOW,nzFOL,ozFOW,ozFOL,FOW.Up,FOL.Up,FOW.Down,FOL.Down,FOW.Close,FOL.Close,OTG,1G,GWG,ENG,PSG,PSA,G.Bkhd,G.Dflct,G.Slap,G.Snap,G.Tip,G.Wrap,G.Wrst,CBar ,Post,Over,Wide,S.Bkhd,S.Dflct,S.Slap,S.Snap,S.Tip,S.Wrap,S.Wrst,iPenT,iPenD,iPENT,iPEND,iPenDf,NPD,Min,Maj,Match,Misc,Game,CF,CA,FF,FA,SF,SA,xGF,xGA,SCF,SCA,GF,GA,RBF,RBA,RSF,RSA,DSF,DSA,FOW,FOL,HF,HA,GVA,TKA,PENT,PEND,OPS,DPS,PS,OTOI,Grit,DAP,Pace,GS,GS/G
2300000.00,89-02-21,Ann Arbor,MI,USA,USA,73,219,2007,1,18,L,Cole,Ian,D,PIT,81,5,21,11,10,26,26,6,72,2109,96325,1602.1,19.82,19.81,35.50%,32.90%,10.30%,0.91,1013,2.96,3,49.70%,-1,-0.04,220,220,157,89,89,89,4.2,5,5,2,7,47.5,47.2,156.3,164,164,215,-51,68,50,32,194,50,32,194,11.40%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,4,1,2,6,59,1,0,26,10,1,1,50,31,15,30,9,-16,-6.1,29,2,0,0,0,1373,1696,1039,1191,764,887,68.7,87.3,238,287,79,80,59,95,58,64,117,159,734,837,758,870,207,182,105,97,1.4,4.2,5.6,2909.04,432,6.8,114.9,32.1,0.4
900000.00,80-08-03,Thornhill,ON,CAN,CAN,72,192,2000,3,95,L,Moore,Dominic,C/LW,BOS,82,11,14,7,7,25,2,1.2,44,1524,63673,1059.7,12.88,12.92,23.10%,75.80%,7.50%,0.906,981,1.87,3,38.40%,-20,-1.13,NA,152,NA,NA,96,96,8.8,29,NA,11,#VALUE!,32.1,NA,178,63,63,82,-19,21,26,31,42,26,31,42,4.00%,357,297,356,297,54.60%,65.80%,152,154,110,75,94,67,109,107,116,80,208,188,0,1,1,2,0,0,1,0,1,2,1,0,6,0,0,2,19,17,1,10,16,6,0,46,22,14,21,9,-8,-11,22,0,0,0,0,808,1062,602,802,439,565,34.4,47.7,108,161,33,53,27,26,42,33,69,59,503,489,469,484,130,116,70,60,1.1,1.5,2.6,3527.1,149,4.3,105.9,20.6,0.25
925000.00,91-10-29,Moscow,,RUS,RUS,74,195,,,,R,Zaitsev,Nikita,D,TOR,82,4,32,13,19,36,-22,-6.8,38,2438,108332,1790.9,21.85,21.9,36.90%,42.40%,9.10%,0.905,995,2.85,3.15,47.50%,-9,-0.3,301,303,179,106,106,106,5.7,6,6,12,18,52.8,44.6,241.9,176,176,NA,#VALUE!,75,58,33,136,58,33,136,7.60%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,6,69,3,0,14,46,1,0,42,19,11,18,11,-8,1.2,19,0,0,0,0,1808,1794,1353,1382,938,985,93,91.2,318,315,85,94,58,53,100,92,158,145,1017,1002,681,768,287,247,97,104,2.2,1.3,3.6,3062.86,350,11,120.7,32.7,0.4
1250000.00,85-08-12,Kitchener,ON,CAN,CAN,74,216,2003,4,132,L,Quincey,Kyle,D,CBJ/N.J,73,6,9,5,4,15,4,-6,51,1794,78375,1294.9,17.8,17.81,31.70%,34.90%,7.60%,0.92,996,1.99,2.64,43.00%,-14,-0.65,161,163,94,77,79,79,3.1,4,3,1,4,49.5,47.4,100,97,95,73,22,17,38,19,97,36,18,95,7.40%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,1,0,1,3,13,3,0,51,11,0,0,14,24,9,23,5,-15,-10.2,23,1,0,0,0,976,1289,743,973,566,711,46.3,67.4,150,219,43,57,21,47,41,55,62,102,546,568,501,441,173,132,92,77,0.7,3.4,4.1,2785.54,246,5,105,10.5,0.14
675000.00,88-07-11,Winston-Salem,NC,USA,USA,71,198,2008,6,169,R,Smith,Ben,RW/C,COL/TOR,40,2,2,1,1,4,-7,-2.7,4,712,27519,458.1,11.47,11.46,21.10%,50.00%,5.20%,0.908,960,1.05,3.67,22.20%,-20,-2.62,56,56,44,30,30,30,4,16,2,3,5,29.7,23.2,33,29,29,57,-28,14,5,9,41,5,9,41,7.10%,241,227,241,227,51.50%,91.60%,128,152,75,59,38,16,78,70,113,101,123,131,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,13,3,0,1,12,2,0,12,2,3,2,3,1,0.9,2,0,0,0,0,296,581,221,423,155,304,14.4,26.2,49,85,8,28,8,25,18,16,26,41,256,255,300,249,60,49,32,27,-0.6,0.2,-0.4,1715.42,74,19,114.9,0.6,0.02
635000.00,93-01-16,Brampton,ON,CAN,CAN,75,205,2012,4,96,L,Thomson,Ben,LW,N.J,3,0,0,0,0,0,-4,0.3,4,47,1960,32.6,10.88,10.88,20.00%,0.00%,0.00%,0.778,778,0,7.35,0.00%,-4,-7.35,8,8,8,7,7,7,0.8,3,1,0,1,20.1,24,0,7,7,7,0,1,1,0,1,1,0,1,4.30%,0,1,0,1,0.00%,4.30%,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,4,2,1,2,1,-1,-2,2,0,0,0,0,29,23,24,19,17,18,1.9,1.4,7,6,0,4,2,0,3,1,5,1,7,16,22,16,3,0,4,1,-0.1,-0.1,-0.2,130.4,12,3.5,95.6,0.1,0.02
632500.00,92-08-18,New Hartford,NY,USA,USA,74,205,,,,L,Zalewski,Michael,LW/C,VAN,1,0,0,0,0,0,-1,-0.6,0,13,483,8.1,8.05,8.05,16.50%,0.00%,0.00%,0.833,833,0,7.45,0.00%,-1,-7.45,1,1,1,0,0,0,0,0,0,0,0,0,33.3,0,0,0,0,0,1,0,0,1,0,0,1,10.00%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,7,1,6,0.1,0.7,0,2,0,1,0,1,0,0,0,1,3,3,6,0,2,0,0,0,0,0,-0.1,40.65,1,0,104.3,-0.4,-0.4
575000.00,92-03-25,Zagreb,,HRV,HRV,74,200,,,,R,Rendulic,Borna,RW/C,VAN,1,0,0,0,0,0,0,0.4,0,7,291,4.8,4.85,4.85,9.60%,0.00%,0.00%,1,1000,0,0,0.00%,0,0,1,1,1,1,1,1,0.1,0,0,0,0,16,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,6,1,5,1,0.4,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0,0,45.4,0,0,124,0.5,0.48
575000.00,86-02-04,Chesterfield,MI,USA,USA,72,190,,,,R,Oleksy,Steve,D,PIT,11,0,1,0,1,1,2,2.1,24,215,9040,150.7,13.7,13.7,25.80%,16.70%,7.10%,0.93,1001,2.39,1.99,54.50%,1,0.4,27,27,18,11,11,11,0.4,0,0,0,0,53.3,52.2,0,20,20,28,-8,7,1,1,19,1,1,19,13.00%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,3,0,0,7,9,2,9,2,-7,-6.3,7,2,0,0,0,148,146,110,101,84,71,7.1,5.8,25,21,6,5,6,4,5,6,11,10,60,71,75,87,15,17,20,11,-0.1,0.4,0.3,434.49,65,3,117,2.2,0.2
792500.00,94-06-06,Oulu,,FIN,FIN,73,186,2015,7,189,L,Nutivaara,Markus,D,CBJ,66,2,5,1,4,7,7,-3.6,6,1187,52322,871.2,13.22,13.21,26.00%,21.90%,7.90%,0.942,1020,2.2,1.72,56.10%,7,0.48,134,134,90,66,66,66,2.8,6,2,2,4,48.1,47.5,24.2,36,36,57,-21,24,20,9,38,20,9,38,4.80%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,4,19,2,0,13,22,0,0,29,3,2,3,1,-1,3.4,3,0,0,0,0,759,797,567,607,407,430,36.7,40.6,133,148,32,25,22,34,27,37,49,71,354,383,324,286,100,79,46,43,-0.1,2.3,2.2,2474.78,80,15,107.2,9.7,0.15
4300000.00,88-08-26,Scarborough,ON,CAN,CAN,74,185,2007,2,61,R,Simmonds,Wayne,RW/LW,PHI,82,31,23,13,10,54,-18,3.2,122,2049,93343,1543.8,18.95,18.92,31.40%,60.70%,9.40%,0.896,990,3.46,2.68,56.30%,20,0.78,397,397,318,224,224,224,33,139,28,32,60,26.4,24.5,270.5,162,162,89,73,94,39,38,60,39,38,60,4.50%,8,9,8,9,47.10%,1.00%,0,0,1,1,7,8,3,2,2,1,4,7,1,9,4,0,0,0,5,1,1,6,6,0,12,1,6,11,76,18,5,7,52,25,2,115,40,21,31,17,-19,-6.6,31,6,0,2,1,1830,1336,1350,945,950,664,97.4,59.6,338,205,89,69,86,50,87,81,173,131,848,800,644,521,250,139,97,117,5.1,1.2,6.3,3373.26,350,6.5,123,53.1,0.65
2000000.00,80-11-25,Indianapolis,IN,USA,USA,70,185,2000,5,159,L,Liles,John-Michael,D,BOS,36,0,5,3,2,5,1,3.1,4,776,35007,584,16.22,16.22,28.50%,25.00%,6.60%,0.922,987,2.05,1.95,51.30%,1,0.1,86,86,55,36,36,36,1.8,1,1,1,2,52.3,43.2,63.6,25,25,43,-18,19,8,11,41,8,11,41,8.80%,2,0,2,0,100.00%,0.40%,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,16,10,0,0,10,2,6,2,5,4,6.1,2,0,0,0,0,557,465,421,337,305,243,24.1,19,71,55,20,19,12,12,26,14,38,26,289,237,203,234,61,68,29,40,-0.2,1.5,1.3,1462.97,70,18,105,11.4,0.32
832500.00,94-01-16,Estevan,SK,CAN,CAN,72,208,2012,1,8,L,Pouliot,Derrick,D,PIT,11,0,0,0,0,0,-4,-1.8,4,230,9824,163.6,14.88,14.88,26.90%,0.00%,5.40%,0.926,980,1.47,2.57,36.40%,-3,-1.1,20,20,15,11,11,11,0.4,0,1,0,1,46.3,46.9,0,14,14,15,-1,4,6,3,8,6,3,8,5.00%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,4,2,0,2,0,-2,-1.2,2,0,0,0,0,142,159,106,122,74,95,6.7,9.4,23,39,4,7,7,8,7,7,14,15,65,80,80,81,16,19,6,4,-0.2,-0.1,-0.3,444.39,26,8.5,110.4,0,0
4000000.00,81-06-16,Grimsby,ON,CAN,CAN,73,200,2001,5,151,R,Bieksa,Kevin,D,ANA,81,3,11,2,9,14,0,-12.3,63,1802,91130,1515.7,18.75,18.74,33.00%,25.00%,8.50%,0.912,997,2.22,2.85,43.80%,-16,-0.63,197,197,146,94,94,94,5.8,13,1,5,6,45.9,42.8,44.9,173,173,73,100,52,54,13,100,54,13,100,6.50%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,1,3,48,4,0,42,3,3,1,41,24,14,24,17,-10,2.3,19,5,0,0,0,1223,1544,932,1149,658,820,55.7,75.5,186,266,56,72,39,53,58,64,97,117,715,634,747,548,231,112,108,98,0,3.5,3.5,3070.97,341,9.8,109.5,8.7,0.11
8750000.00,85-07-24,Ancienne-Lorette,QC,CAN,CAN,73,195,2003,2,45,R,Bergeron,Patrice,C,BOS,79,21,32,21,11,53,12,20.3,24,1939,92065,1532,19.33,19.38,32.40%,53.50%,9.70%,0.903,1000,3.88,2.27,63.10%,41,1.61,479,480,392,301,302,302,28.4,102,12,27,39,31.7,28,365.4,54,54,88,-34,91,23,65,47,23,64,47,4.10%,1089,723,1083,721,60.10%,95.40%,340,259,324,185,420,278,385,242,318,209,656,446,0,2,7,1,0,0,2,1,4,5,3,0,6,0,6,13,72,25,8,17,74,22,2,153,12,7,10,6,-5,-0.5,12,0,0,0,0,1845,1138,1416,844,1022,601,88.5,52.4,281,167,99,58,58,27,72,53,130,80,1124,766,388,499,237,199,90,95,4.2,2.5,6.6,3197,125,9.9,116.8,87.4,1.11
5500000.00,88-06-09,Dorval,QC,CAN,CAN,73,200,2008,7,186,R,Demers,Jason,D,FLA,81,9,19,9,10,28,-14,-10.4,53,2019,95309,1584.6,19.62,19.6,33.30%,45.20%,8.10%,0.905,986,2.35,2.95,44.30%,-16,-0.61,199,199,153,98,98,98,5.8,12,3,3,6,48.8,47.1,182.4,106,106,96,10,55,31,19,90,31,19,90,6.50%,0,1,0,1,0.00%,0.10%,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,4,2,0,0,3,0,0,1,54,2,1,56,14,2,0,23,21,10,20,9,-11,-1,19,1,0,1,0,1355,1387,1050,1092,767,825,61.6,70.8,193,231,62,78,46,54,54,62,100,116,782,840,548,461,235,194,96,104,2.1,2.8,4.9,3167.7,250,6.6,103.8,24.6,0.3
1125000.00,87-01-20,Winnipeg,MB,CAN,CAN,73,225,2005,5,156,R,Reaves,Ryan,RW,STL,80,7,6,5,1,13,4,1.5,104,1078,42648,710.8,8.88,8.88,18.20%,50.00%,8.60%,0.936,1022,2.19,1.77,55.30%,5,0.42,105,104,83,58,58,58,7.5,27,9,7,16,25.2,21.7,102.1,239,239,76,163,25,4,11,26,4,11,26,4.20%,0,5,0,5,0.00%,0.90%,0,3,0,1,0,1,0,1,0,2,0,3,0,2,1,0,0,1,0,0,0,0,2,0,5,0,1,0,24,7,3,6,2,10,0,30,27,16,22,13,-11,-8,17,6,0,3,1,532,619,402,453,304,328,23.8,24.7,73,70,26,21,24,23,28,25,52,48,286,291,507,364,43,71,62,34,0.2,1,1.2,3203.75,375,14.7,97.2,10.1,0.13
1050000.00,89-03-18,Thunder Bay,ON,CAN,CAN,76,221,2007,3,78,R,Bortuzzo,Robert,D,STL,38,1,3,2,1,4,11,6.7,15,865,32118,533.8,14.08,14.07,25.70%,17.40%,9.60%,0.909,1005,2.59,2.25,53.50%,3,0.34,87,87,65,45,45,45,2.1,2,0,1,1,47.7,40.3,39,77,77,72,5,20,13,4,50,13,4,50,10.70%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,19,3,0,13,3,1,0,25,6,2,6,2,-4,0.5,5,1,0,0,0,442,468,338,319,239,219,20.8,17.5,63,48,23,20,11,9,20,22,31,31,225,245,277,262,59,69,24,26,-0.1,2.1,2,1544.78,143,16.2,102.3,10.7,0.28
700000.00,92-11-24,Stockholm,,SWE,SWE,73,200,2011,5,126,L,Claesson,Fredrik,D,OTT,33,3,8,3,5,11,5,5.8,4,615,26016,432.8,13.13,13.13,25.00%,78.60%,6.30%,0.929,991,1.94,1.8,51.90%,1,0.14,72,72,37,25,25,25,1.4,2,3,4,7,48.8,40.4,101.1,55,55,59,-4,12,15,4,24,15,4,24,6.30%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,11,1,0,14,4,0,1,5,2,1,1,0,-1,1.1,2,0,0,0,0,425,381,302,282,223,182,17.8,15.8,54,48,14,13,21,17,34,13,55,30,225,202,191,185,59,51,26,33,1,1.4,2.4,1297.89,83,29.5,111.7,13.2,0.4
5250000.00,90-07-15,Massena,NY,USA,USA,75,228,2008,1,3,R,Bogosian,Zach,D,BUF,56,2,9,4,5,11,-17,-4,46,1424,67493,1123.7,20.08,20.08,35.20%,32.40%,6.30%,0.915,978,1.82,2.94,38.20%,-21,-1.12,135,135,105,73,73,73,3.7,4,5,1,6,56.1,42.8,117.4,59,59,23,36,32,31,11,97,31,11,97,8.50%,0,0,0,1,0.00%,0.10%,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,29,4,1,44,9,0,0,15,16,6,14,5,-10,-3.9,13,2,0,1,0,954,1137,736,872,538,646,45.4,57.8,147,180,34,55,36,49,46,47,82,96,520,547,437,307,146,122,59,45,0,1.4,1.4,2066.16,204,5.4,111.6,10.4,0.19
5000000.00,95-09-01,Halifax,NS,CAN,CAN,72,205,2013,1,1,R,MacKinnon,Nathan,C/RW,COL,82,16,37,25,12,53,-14,0.5,16,2097,98124,1631.7,19.95,19.93,33.40%,64.60%,8.80%,0.893,981,3.02,3.27,48.00%,-7,-0.26,436,436,333,252,251,251,22.5,76,12,24,36,31.6,27.5,447.7,56,56,61,-5,81,45,47,30,45,47,30,2.00%,769,752,768,752,50.60%,80.70%,247,269,268,293,254,190,243,196,284,291,466,448,2,2,4,1,0,0,4,1,0,1,0,0,10,0,7,5,69,23,1,16,28,11,3,169,8,22,8,21,14,13.4,8,0,0,0,0,1695,1487,1283,1150,930,833,80.5,71.8,256,226,82,89,61,66,66,56,127,122,970,914,401,327,200,217,83,101,3.1,1.7,4.8,3255.37,102,12.9,117,58.9,0.72
625000.00,91-05-27,Walpole,MA,USA,USA,72,195,2010,5,122,R,Wagner,Chris,C/RW,ANA,43,6,1,1,0,7,2,-2.1,6,619,24142,401.8,9.35,9.35,17.50%,70.00%,7.10%,0.953,1025,1.49,1.34,52.60%,1,0.15,69,69,59,40,40,40,4.9,20,3,4,7,27.6,28.4,26,112,112,61,51,19,13,4,24,13,4,24,6.10%,62,86,62,86,41.90%,41.10%,13,26,27,40,22,20,17,21,25,40,30,49,0,1,0,0,0,1,1,0,0,2,2,0,1,0,0,2,17,3,2,7,6,6,0,16,3,5,3,6,2,2.9,3,0,0,0,0,259,391,199,296,140,193,12.2,18.1,42,56,10,9,9,9,17,20,26,29,179,181,308,193,58,27,33,29,0.3,0.6,0.9,1896.96,142,38.7,97.1,6.2,0.14
4500000.00,80-06-04,Sorel,QC,CAN,CAN,73,208,1998,3,75,L,Beauchemin,Francois,D,COL,81,5,13,8,5,18,-14,-12,32,2157,104566,1733.9,21.52,21.48,36.60%,32.10%,7.30%,0.897,970,1.94,3.46,35.90%,-44,-1.52,279,279,189,132,132,132,5.4,8,4,10,14,55.2,48.2,218.9,73,73,48,25,57,47,28,156,47,28,156,8.80%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,4,52,0,1,75,11,1,1,43,16,7,16,6,-9,0,16,0,0,0,0,1419,1781,1069,1316,768,969,60.4,81.2,182,261,56,100,44,66,70,57,114,123,909,830,585,409,194,212,99,74,0.4,3.3,3.7,3000.7,261,6.3,110.7,19.9,0.25
950000.00,88-04-14,Saskatoon,SK,CAN,CAN,76,225,2006,3,68,R,Gryba,Eric,D,EDM,40,2,4,3,1,6,-5,-2.5,65,868,38735,644.8,16.13,16.13,29.50%,33.30%,5.70%,0.922,979,1.68,2.61,39.10%,-10,-0.93,101,101,64,45,45,45,2.1,7,1,3,4,47.6,48.8,98.9,145,145,51,94,19,21,6,47,21,6,47,7.60%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,12,6,0,0,27,21,8,18,5,-13,-11.1,15,5,0,0,1,575,621,414,467,317,361,25.5,32.5,91,120,18,28,24,20,20,34,44,54,311,294,415,270,116,77,46,34,0.1,0.9,1,1540.08,262,10.1,111.3,9.5,0.24
1100000.00,92-11-11,Ottawa,ON,CAN,CAN,70,180,2011,4,96,R,Pageau,Jean-Gabriel,C,OTT,82,12,21,10,11,33,13,2.9,24,1878,79363,1322.5,16.12,16.12,28.00%,71.70%,8.20%,0.92,1001,2.09,2.54,45.10%,-10,-0.45,258,258,229,169,169,169,18.9,63,18,15,33,32.7,27.8,226.3,161,161,137,24,60,27,25,79,27,25,79,5.50%,558,460,558,460,54.80%,70.30%,239,202,192,153,127,105,175,143,171,146,360,287,0,2,2,2,0,0,2,0,1,0,2,0,7,0,4,7,49,31,4,9,16,18,0,91,12,20,12,19,8,6,12,0,0,0,0,1058,1427,787,1001,564,698,50.7,65.5,164,214,46,56,54,63,59,77,113,140,789,659,562,504,226,131,74,75,1.3,2.1,3.4,3403.56,264,15.5,112.7,34.4,0.42
595000.00,93-05-01,Bromont,QC,CAN,CAN,72,179,,,,R,Gaudreau,Frederick,C,NSH,9,0,1,0,1,1,1,0.2,0,118,4678,77.8,8.67,8.66,17.50%,25.00%,8.50%,0.925,1010,3.09,2.31,57.10%,1,0.77,12,12,9,8,8,8,0.8,3,2,1,3,29,28.5,0,1,1,5,-4,1,1,2,5,1,2,5,6.20%,4,8,4,8,33.30%,13.60%,1,2,1,2,2,4,0,0,2,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,0,0,2,0,1,0,1,1,1,0,0,0,0,0,82,81,60,53,47,40,3.6,2.5,11,6,4,3,5,0,5,3,10,3,39,49,32,44,9,6,6,2,-0.1,0.1,0,366.96,6,0,125.7,1.7,0.18
4500000.00,85-08-17,Vancouver,BC,CAN,CAN,75,215,2004,7,214,R,Brouwer,Troy,RW,CGY,74,13,12,5,7,25,-11,-8.6,31,1610,72029,1197.3,16.22,16.21,27.90%,46.30%,9.80%,0.922,1020,2.71,2.51,51.90%,4,0.2,153,153,127,87,86,87,11,47,4,4,8,27.6,25.8,89.7,171,171,46,125,40,30,22,39,30,22,39,3.40%,20,44,20,44,31.30%,5.10%,11,19,2,7,7,18,10,20,4,8,10,24,0,5,2,1,0,0,0,0,1,1,4,0,6,0,0,3,37,5,0,10,5,14,0,52,14,12,14,7,-2,0,13,1,0,0,0,1060,1143,757,869,550,640,49.7,53.2,166,166,54,50,29,38,34,41,63,79,638,628,375,280,205,163,75,59,0.7,1,1.7,3096.11,242,14.8,110.4,15.8,0.21
1250000.00,83-03-24,Hull,QC,CAN,CAN,72,200,2001,9,264,R,Parenteau,PA,RW,N.J/NSH,67,13,15,8,7,28,-18,4,35,1312,59084,972.3,14.55,14.59,26.60%,70.00%,7.10%,0.89,961,2.47,2.96,45.50%,-8,-0.49,173,173,148,123,123,123,11.9,42,10,10,20,32.1,27.9,148.3,60,59,68,-9,25,31,21,9,30,21,9,1.20%,6,14,6,14,30.00%,2.10%,0,1,0,4,6,9,2,2,1,6,3,9,0,8,2,0,0,0,0,0,1,3,4,0,5,0,1,3,21,9,1,16,28,10,0,59,16,10,15,8,-6,-6.1,15,1,0,0,0,940,770,742,598,564,437,48.1,38.8,147,116,40,48,29,28,28,40,57,68,470,483,295,347,117,87,56,63,1.8,0.6,2.4,2682.32,105,5.4,105.5,26.6,0.4
692500.00,95-07-01,Buffalo,NY,USA,USA,75,214,2013,2,52,R,Bailey,Justin,RW,BUF,32,2,2,1,1,4,0,-3.7,4,468,20414,340.1,10.63,10.63,21.40%,36.40%,7.20%,0.952,1024,1.94,1.76,52.40%,1,0.18,75,75,49,36,36,36,2.7,10,3,4,7,32.9,33.8,25.3,27,27,23,4,13,10,8,14,10,8,14,3.80%,0,1,0,1,0.00%,0.30%,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,11,7,1,2,3,1,0,22,2,9,2,6,7,2,2,0,0,0,0,282,370,212,275,152,208,11.3,15.4,37,52,11,10,9,17,15,10,24,27,169,143,137,132,41,37,21,15,-0.3,0.4,0.1,1246.52,45,17.5,115,2.4,0.08
925000.00,94-08-16,Toronto,ON,CAN,CAN,75,210,2012,3,65,L,Pelech,Adam,D,NYI,44,3,7,1,6,10,-5,-10.4,6,868,44442,740.2,16.83,16.83,30.60%,37.00%,8.50%,0.915,1000,2.19,2.68,45.00%,-6,-0.49,89,89,57,40,40,40,1.4,1,2,6,8,58.7,52.2,21.4,73,73,62,11,17,28,17,68,28,17,68,9.40%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,16,2,0,12,2,1,0,23,3,6,3,4,3,3.4,3,0,0,0,0,583,725,418,544,316,386,22.2,35.5,62,117,27,33,13,26,31,30,44,56,293,363,340,275,140,97,30,36,0.5,0.8,1.4,1680.58,147,30,106,8.2,0.19
4838000.00,90-06-07,Chatham,ON,CAN,CAN,73,182,2008,4,114,L,Brodie,T.J.,D,CGY,82,6,30,14,16,36,-16,2.2,24,2379,116019,1925.3,23.58,23.55,39.20%,46.20%,8.70%,0.895,982,2.43,2.68,47.60%,-8,-0.25,208,208,131,78,78,78,5.1,8,2,6,8,42.2,42.2,284.5,30,30,76,-46,53,76,57,115,76,57,115,7.30%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,3,0,1,0,0,0,2,0,1,4,48,7,0,21,12,0,0,38,12,16,13,14,4,13,12,0,0,0,0,1699,1578,1243,1166,892,819,82.7,79.5,283,280,78,86,52,66,78,87,130,153,928,976,544,457,323,272,117,115,2.1,3.1,5.3,2984.81,169,7.3,102.1,31.3,0.38
750000.00,90-12-27,Cap-Rouge,QC,CAN,CAN,69,174,,,,R,Marchessault,Jonathan,C,FLA,75,30,21,10,11,51,-21,-9.7,38,1567,76099,1264.8,16.92,16.9,29.70%,73.90%,9.00%,0.896,986,3.27,2.99,52.30%,6,0.28,315,315,250,193,193,193,16.1,49,8,19,27,34.8,32.3,177,105,105,89,16,57,46,64,17,46,64,17,1.80%,122,148,122,148,45.20%,22.90%,22,31,24,28,76,89,41,47,35,48,87,92,1,6,6,1,0,0,2,0,6,7,2,0,13,0,6,3,48,10,2,53,39,9,4,76,19,19,20,13,0,-2.5,19,0,0,0,0,1377,965,1054,785,764,604,65.8,47.8,201,149,69,63,40,42,73,51,113,93,565,615,404,368,201,179,76,72,5.4,0.8,6.2,2993.14,160,8.9,111.1,50.4,0.67
